# PLATE   MJD     FIBERID   Z   
3650   55244     972     0.07165939
4449   55544     124     0.07872918
5986   56328     10     0.092982516
5106   55833     776     0.18051499
6715   56449     386     0.13920265
5161   55968     678     0.02908817
6715   56449     484     0.16075662
3651   55247     347     0.24123447
5106   55833     927     0.06458408
3752   55236     174     0.29199135
6039   56099     59     0.2042017
5161   55968     864     0.03874528
6715   56449     648     0.123514555
3651   55247     520     0.26226956
3651   55247     538     0.23848635
3752   55236     445     0.09496834
5162   55893     60     0.051711764
3651   55247     582     0.18355332
5162   55893     123     0.07138295
3651   55247     606     0.04162536
5107   55940     182     0.23978585
6715   56449     782     0.14457111
6039   56099     488     0.035516143
3752   55236     659     0.23592055
6715   56449     844     0.12384959
4385   55752     17     0.06039389
6039   56099     652     0.27124208
5162   55893     384     0.24598168
5986   56328     671     0.29338944
5986   56328     682     0.27403945
4450   55540     178     0.2780736
4450   55540     353     0.22472072
4450   55540     463     0.18410346
4450   55540     509     0.2874663
5107   55940     708     0.0706713
7703   57333     830     0.23219846
4450   55540     784     0.12885602
5163   55889     286     0.090259984
5107   55940     916     0.06080501
5987   56339     292     0.15276358
3655   55240     453     0.1562283
6785   56487     124     0.07551636
3754   55488     23     0.24817412
3655   55240     528     0.06977632
5108   55888     107     0.20841962
5108   55888     124     0.08799068
7705   57332     523     0.23346552
4385   55752     852     0.27622032
3655   55240     568     0.12031137
6040   56101     960     0.06424894
4385   55752     882     0.23109493
3655   55240     608     0.067011885
4451   55537     534     0.14350860000000001
5108   55888     254     0.26769778
4385   55752     982     0.13279492
4386   55540     18     0.1404243
6041   56102     283     0.22813053
4386   55540     126     0.070325896
3655   55240     846     0.080746375
4451   55537     817     0.18913263
3655   55240     856     0.069608524
5108   55888     441     0.23129068
7714   57363     73     0.01898514
3754   55488     669     0.29775268
5108   55888     568     0.16390693
4452   55536     7     0.10264553
5987   56339     962     0.14430349
4452   55536     184     0.027140293
5108   55888     738     0.059127465
3656   55241     253     0.19663797
3755   55504     24     0.26542413
6786   56448     188     0.15147132
3755   55504     110     0.31848657
6786   56448     357     0.20317538
6717   56397     729     0.1480302
5109   55892     168     0.07139212
4452   55536     706     0.16067222
3755   55504     425     0.24157654
6786   56448     585     0.060670227
3656   55241     629     0.21816997
6717   56397     802     0.27256757
7715   57364     13     0.28297725
3755   55504     586     0.05933283
5109   55892     332     0.10371123
6717   56397     939     0.2816006
6786   56448     882     0.076305576
4387   55534     166     0.052748437999999995
6042   56101     630     0.2008713
6786   56448     930     0.060981743
5109   55892     510     0.24041239999999997
6042   56101     743     0.19990742
5109   55892     648     0.08916077
3657   55244     81     0.23671356
6787   56447     188     0.1961474
6787   56447     214     0.109754264
5989   56312     1     0.23114769
5109   55892     928     0.20320162
5109   55892     971     0.20963994
6718   56398     706     0.25721684
6787   56447     672     0.05851732
5110   55913     172     0.07312888
6787   56447     692     0.064651094
4387   55534     916     0.051967867
7632   56987     123     0.028369106
4388   55536     24     0.1803438
7632   56987     205     0.06529902
6718   56398     934     0.29182652
